
Minutes: 0.00, Particles: 2
Minutes: 35.75, Particles: 2
Minutes: 35.83, Particles: 2
Minutes: 35.92, Particles: 2
Minutes: 36.00, Particles: 2
Minutes: 36.08, Particles: 2
Minutes: 36.17, Particles: 2
Minutes: 36.25, Particles: 2
Minutes: 36.33, Particles: 2
Minutes: 36.42, Particles: 2
Minutes: 36.50, Particles: 2
Minutes: 36.58, Particles: 2
Minutes: 36.67, Particles: 2
Minutes: 36.75, Particles: 2
Minutes: 36.83, Particles: 2
Minutes: 36.92, Particles: 2
Minutes: 37.00, Particles: 2
Minutes: 37.08, Particles: 2
Minutes: 37.17, Particles: 2
Minutes: 37.25, Particles: 2
Minutes: 37.33, Particles: 2
Minutes: 37.42, Particles: 2
Minutes: 37.50, Particles: 2
Minutes: 37.58, Particles: 2
Minutes: 37.67, Particles: 2
Minutes: 37.75, Particles: 2
Minutes: 37.83, Particles: 2
Minutes: 37.92, Particles: 4
Minutes: 38.00, Particles: 4
Minutes: 38.08, Particles: 4
Minutes: 38.17, Particles: 4
Minutes: 38.25, Particles: 4
Minutes: 38.33, Particles: 4
Minutes: 38.42, Particles: 4
Minutes: 38.50, Particles: 4
Minutes: 38.58, Particles: 4
Minutes: 38.67, Particles: 4
Minutes: 38.75, Particles: 4
Minutes: 38.83, Particles: 4
Minutes: 38.92, Particles: 4
Minutes: 39.00, Particles: 4
Minutes: 39.08, Particles: 4
Minutes: 39.17, Particles: 4
Minutes: 39.25, Particles: 4
Minutes: 39.33, Particles: 4
Minutes: 39.42, Particles: 4
Minutes: 39.50, Particles: 4
Minutes: 39.58, Particles: 4
Minutes: 39.67, Particles: 4
Minutes: 39.75, Particles: 4
Minutes: 39.83, Particles: 4
Minutes: 39.92, Particles: 4
Minutes: 40.00, Particles: 4
Minutes: 40.08, Particles: 4
Minutes: 40.17, Particles: 4
Minutes: 40.25, Particles: 4
Minutes: 40.33, Particles: 4
Minutes: 40.42, Particles: 4
Minutes: 40.50, Particles: 4
Minutes: 40.58, Particles: 4
Minutes: 40.67, Particles: 4
Minutes: 40.75, Particles: 4
Minutes: 40.83, Particles: 4
Minutes: 40.92, Particles: 4
Minutes: 41.00, Particles: 4
Minutes: 41.08, Particles: 4
Minutes: 41.17, Particles: 4
Minutes: 41.25, Particles: 4
Minutes: 41.33, Particles: 4
Minutes: 41.42, Particles: 4
Minutes: 41.50, Particles: 4
Minutes: 41.58, Particles: 4
Minutes: 41.67, Particles: 4
Minutes: 41.75, Particles: 4
Minutes: 41.83, Particles: 4
Minutes: 41.92, Particles: 4
Minutes: 42.00, Particles: 4
Minutes: 42.08, Particles: 4
Minutes: 42.17, Particles: 4
Minutes: 42.25, Particles: 4
Minutes: 42.33, Particles: 4
Minutes: 42.42, Particles: 4
Minutes: 42.50, Particles: 4
Minutes: 42.58, Particles: 4
Minutes: 42.67, Particles: 4
Minutes: 42.75, Particles: 4
Minutes: 42.83, Particles: 4
Minutes: 42.92, Particles: 4
Minutes: 43.00, Particles: 4
Minutes: 43.08, Particles: 4
Minutes: 43.17, Particles: 4
Minutes: 43.25, Particles: 4
Minutes: 43.33, Particles: 4
Minutes: 43.42, Particles: 4
Minutes: 43.50, Particles: 4
Minutes: 43.58, Particles: 4
Minutes: 43.67, Particles: 4
Minutes: 43.75, Particles: 4
Minutes: 43.83, Particles: 4
Minutes: 43.92, Particles: 4
Minutes: 44.00, Particles: 4
Minutes: 44.08, Particles: 4
Minutes: 44.17, Particles: 4
Minutes: 44.25, Particles: 4
Minutes: 44.33, Particles: 4
Minutes: 44.42, Particles: 4
Minutes: 44.50, Particles: 4
Minutes: 44.58, Particles: 4
Minutes: 44.67, Particles: 4
Minutes: 44.75, Particles: 4
Minutes: 44.83, Particles: 4
Minutes: 44.92, Particles: 4
Minutes: 45.00, Particles: 4
Minutes: 45.08, Particles: 4
Minutes: 45.17, Particles: 4
Minutes: 45.25, Particles: 4
Minutes: 45.33, Particles: 4
Minutes: 45.42, Particles: 4
Minutes: 45.50, Particles: 4
Minutes: 45.58, Particles: 4
Minutes: 45.67, Particles: 4
Minutes: 45.75, Particles: 4
Minutes: 45.83, Particles: 4
Minutes: 45.92, Particles: 4
Minutes: 46.00, Particles: 4
Minutes: 46.08, Particles: 4
Minutes: 46.17, Particles: 4
Minutes: 46.25, Particles: 4
Minutes: 46.33, Particles: 4
Minutes: 46.42, Particles: 4
Minutes: 46.50, Particles: 4
Minutes: 46.58, Particles: 4
Minutes: 46.67, Particles: 4
Minutes: 46.75, Particles: 4
Minutes: 46.83, Particles: 4
Minutes: 46.92, Particles: 4
Minutes: 47.00, Particles: 4
Minutes: 47.08, Particles: 4
Minutes: 47.17, Particles: 4
Minutes: 47.25, Particles: 4
Minutes: 47.33, Particles: 4
Minutes: 47.42, Particles: 4
Minutes: 47.50, Particles: 4
Minutes: 47.58, Particles: 4
Minutes: 47.67, Particles: 4
Minutes: 47.75, Particles: 4
Minutes: 47.83, Particles: 4
Minutes: 47.92, Particles: 4
Minutes: 48.00, Particles: 4
Minutes: 48.08, Particles: 4
Minutes: 48.17, Particles: 4
Minutes: 48.25, Particles: 4
Minutes: 48.33, Particles: 4
Minutes: 48.42, Particles: 4
Minutes: 48.50, Particles: 4
Minutes: 48.58, Particles: 4
Minutes: 48.67, Particles: 4
Minutes: 48.75, Particles: 4
Minutes: 48.83, Particles: 4
Minutes: 48.92, Particles: 4
Minutes: 49.00, Particles: 4
Minutes: 49.08, Particles: 4
Minutes: 49.17, Particles: 4
Minutes: 49.25, Particles: 4
Minutes: 49.33, Particles: 4
Minutes: 49.42, Particles: 4
Minutes: 49.50, Particles: 4
Minutes: 49.58, Particles: 4
Minutes: 49.67, Particles: 4
Minutes: 49.75, Particles: 4
Minutes: 49.83, Particles: 4
Minutes: 49.92, Particles: 4
Minutes: 50.00, Particles: 4
Minutes: 50.08, Particles: 4
Minutes: 50.17, Particles: 4
Minutes: 50.25, Particles: 4
Minutes: 50.33, Particles: 4
Minutes: 50.42, Particles: 4
Minutes: 50.50, Particles: 4
Minutes: 50.58, Particles: 4
Minutes: 50.67, Particles: 4
Minutes: 50.75, Particles: 4
Minutes: 50.83, Particles: 4
Minutes: 50.92, Particles: 4
Minutes: 51.00, Particles: 4
Minutes: 51.08, Particles: 4
Minutes: 51.17, Particles: 4
Minutes: 51.25, Particles: 4
Minutes: 51.33, Particles: 4
Minutes: 51.42, Particles: 4
Minutes: 51.50, Particles: 4
Minutes: 51.58, Particles: 4
Minutes: 51.67, Particles: 4
Minutes: 51.75, Particles: 4
Minutes: 51.83, Particles: 4
Minutes: 51.92, Particles: 4
Minutes: 52.00, Particles: 4
Minutes: 52.08, Particles: 4
Minutes: 52.17, Particles: 4
Minutes: 52.25, Particles: 4
Minutes: 52.33, Particles: 4
Minutes: 52.42, Particles: 4
Minutes: 52.50, Particles: 4
Minutes: 52.58, Particles: 4
Minutes: 52.67, Particles: 4
Minutes: 52.75, Particles: 4
Minutes: 52.83, Particles: 4
Minutes: 52.92, Particles: 4
Minutes: 53.00, Particles: 4
Minutes: 53.08, Particles: 4
Minutes: 53.17, Particles: 4
Minutes: 53.25, Particles: 4
Minutes: 53.33, Particles: 4
Minutes: 53.42, Particles: 4
Minutes: 53.50, Particles: 4
Minutes: 53.58, Particles: 4
Minutes: 53.67, Particles: 4
Minutes: 53.75, Particles: 4
Minutes: 53.83, Particles: 4
Minutes: 53.92, Particles: 4
Minutes: 54.00, Particles: 4
Minutes: 54.08, Particles: 4
Minutes: 54.17, Particles: 4
Minutes: 54.25, Particles: 4
Minutes: 54.33, Particles: 4
Minutes: 54.42, Particles: 4
Minutes: 54.50, Particles: 4
Minutes: 54.58, Particles: 4
Minutes: 54.67, Particles: 4
Minutes: 54.75, Particles: 4
Minutes: 54.83, Particles: 4
Minutes: 54.92, Particles: 4
Minutes: 55.00, Particles: 4
Minutes: 55.08, Particles: 4
Minutes: 55.17, Particles: 4
Minutes: 55.25, Particles: 4
Minutes: 55.33, Particles: 4
Minutes: 55.42, Particles: 4
Minutes: 55.50, Particles: 4
Minutes: 55.58, Particles: 4
Minutes: 55.67, Particles: 4
Minutes: 55.75, Particles: 4
Minutes: 55.83, Particles: 4
Minutes: 55.92, Particles: 4
Minutes: 56.00, Particles: 4
Minutes: 56.08, Particles: 4
Minutes: 56.17, Particles: 4
Minutes: 56.25, Particles: 4
Minutes: 56.33, Particles: 4
Minutes: 56.42, Particles: 4
Minutes: 56.50, Particles: 4
Minutes: 56.58, Particles: 4
Minutes: 56.67, Particles: 4
Minutes: 56.75, Particles: 4
Minutes: 56.83, Particles: 4
Minutes: 56.92, Particles: 4
Minutes: 57.00, Particles: 4
Minutes: 57.08, Particles: 4
Minutes: 57.17, Particles: 4
Minutes: 57.25, Particles: 4
Minutes: 57.33, Particles: 4
Minutes: 57.42, Particles: 4
Minutes: 57.50, Particles: 4
Minutes: 57.58, Particles: 4
Minutes: 57.67, Particles: 4
Minutes: 57.75, Particles: 4
Minutes: 57.83, Particles: 4
Minutes: 57.92, Particles: 4
Minutes: 58.00, Particles: 4
Minutes: 58.08, Particles: 4
Minutes: 58.17, Particles: 4
Minutes: 58.25, Particles: 4
Minutes: 58.33, Particles: 4
Minutes: 58.42, Particles: 4
Minutes: 58.50, Particles: 4
Minutes: 58.58, Particles: 4
Minutes: 58.67, Particles: 4
Minutes: 58.75, Particles: 4
Minutes: 58.83, Particles: 4
Minutes: 58.92, Particles: 4
Minutes: 59.00, Particles: 4
Minutes: 59.08, Particles: 4
Minutes: 59.17, Particles: 4
Minutes: 59.25, Particles: 4
Minutes: 59.33, Particles: 4
Minutes: 59.42, Particles: 4
Minutes: 59.50, Particles: 4
Minutes: 59.58, Particles: 4
Minutes: 59.67, Particles: 4
Minutes: 59.75, Particles: 4
Minutes: 59.83, Particles: 4
Minutes: 59.92, Particles: 4
Minutes: 60.00, Particles: 4
Minutes: 60.08, Particles: 4
Minutes: 60.17, Particles: 4
Minutes: 60.25, Particles: 4
Minutes: 60.33, Particles: 4
Minutes: 60.42, Particles: 4
Minutes: 60.50, Particles: 4
Minutes: 60.58, Particles: 4
Minutes: 60.67, Particles: 4
Minutes: 60.75, Particles: 4
Minutes: 60.83, Particles: 4
Minutes: 60.92, Particles: 4
Minutes: 61.00, Particles: 4
Minutes: 61.08, Particles: 4
Minutes: 61.17, Particles: 4
Minutes: 61.25, Particles: 4
Minutes: 61.33, Particles: 4
Minutes: 61.42, Particles: 4
Minutes: 61.50, Particles: 4
Minutes: 61.58, Particles: 4
Minutes: 61.67, Particles: 4
Minutes: 61.75, Particles: 4
Minutes: 61.83, Particles: 4
Minutes: 61.92, Particles: 4
Minutes: 62.00, Particles: 4
Minutes: 62.08, Particles: 4
Minutes: 62.17, Particles: 4
Minutes: 62.25, Particles: 4
Minutes: 62.33, Particles: 4
Minutes: 62.42, Particles: 4
Minutes: 62.50, Particles: 4
Minutes: 62.58, Particles: 4
Minutes: 62.67, Particles: 4
Minutes: 62.75, Particles: 4
Minutes: 62.83, Particles: 4
Minutes: 62.92, Particles: 4
Minutes: 63.00, Particles: 4
Minutes: 63.08, Particles: 4
Minutes: 63.17, Particles: 4
Minutes: 63.25, Particles: 4
Minutes: 63.33, Particles: 4
Minutes: 63.42, Particles: 4
Minutes: 63.50, Particles: 4
Minutes: 63.58, Particles: 4
Minutes: 63.67, Particles: 4
Minutes: 63.75, Particles: 4
Minutes: 63.83, Particles: 4
Minutes: 63.92, Particles: 4
Minutes: 64.00, Particles: 4
Minutes: 64.08, Particles: 4
Minutes: 64.17, Particles: 4
Minutes: 64.25, Particles: 4
Minutes: 64.33, Particles: 4
Minutes: 64.42, Particles: 4
Minutes: 64.50, Particles: 4
Minutes: 64.58, Particles: 4
Minutes: 64.67, Particles: 4
Minutes: 64.75, Particles: 4
Minutes: 64.83, Particles: 4
Minutes: 64.92, Particles: 4
Minutes: 65.00, Particles: 4
Minutes: 65.08, Particles: 4
Minutes: 65.17, Particles: 4
Minutes: 65.25, Particles: 4
Minutes: 65.33, Particles: 4
Minutes: 65.42, Particles: 4
Minutes: 65.50, Particles: 4
Minutes: 65.58, Particles: 4
Minutes: 65.67, Particles: 4
Minutes: 65.75, Particles: 4
Minutes: 65.83, Particles: 4
Minutes: 65.92, Particles: 4
Minutes: 66.00, Particles: 4
Minutes: 66.08, Particles: 4
Minutes: 66.17, Particles: 4
Minutes: 66.25, Particles: 4
Minutes: 66.33, Particles: 4
Minutes: 66.42, Particles: 4
Minutes: 66.50, Particles: 4
Minutes: 66.58, Particles: 4
Minutes: 66.67, Particles: 4
Minutes: 66.75, Particles: 4
Minutes: 66.83, Particles: 4
Minutes: 66.92, Particles: 4
Minutes: 67.00, Particles: 4
Minutes: 67.08, Particles: 4
Minutes: 67.17, Particles: 4
Minutes: 67.25, Particles: 4
Minutes: 67.33, Particles: 4
Minutes: 67.42, Particles: 4
Minutes: 67.50, Particles: 4
Minutes: 67.58, Particles: 4
Minutes: 67.67, Particles: 4
Minutes: 67.75, Particles: 4
Minutes: 67.83, Particles: 4
Minutes: 67.92, Particles: 4
Minutes: 68.00, Particles: 4
Minutes: 68.08, Particles: 4
Minutes: 68.17, Particles: 4
Minutes: 68.25, Particles: 4
Minutes: 68.33, Particles: 4
Minutes: 68.42, Particles: 4
Minutes: 68.50, Particles: 4
Minutes: 68.58, Particles: 4
Minutes: 68.67, Particles: 4
Minutes: 68.75, Particles: 4
Minutes: 68.83, Particles: 4
Minutes: 68.92, Particles: 4
Minutes: 69.00, Particles: 4
Minutes: 69.08, Particles: 4
Minutes: 69.17, Particles: 4
Minutes: 69.25, Particles: 4
Minutes: 69.33, Particles: 4
Minutes: 69.42, Particles: 4
Minutes: 69.50, Particles: 4
Minutes: 69.58, Particles: 4
Minutes: 69.67, Particles: 4
Minutes: 69.75, Particles: 4
Minutes: 69.83, Particles: 4
Minutes: 69.92, Particles: 4
Minutes: 70.00, Particles: 4
Minutes: 70.08, Particles: 4
Minutes: 70.17, Particles: 4
Minutes: 70.25, Particles: 4
Minutes: 70.33, Particles: 4
Minutes: 70.42, Particles: 4
Minutes: 70.50, Particles: 4
